Unnamed: 0,B07YK2L7CW,Clothing & Accessories > Women > Ethnic Wear > Chunnis & Dupattas,Traditions Bazaar Art Silk Solid Color Women Dupatta,999,299.00,FREE delivery,Unnamed: 7,3.8,0.0,350 ratings,Unnamed: 11,Unnamed: 12,Unnamed: 13,225 x 100 x 0.1 cm,D-MC,Unnamed: 16,27 September 2019,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,https://m.media-amazon.com/images/I/41aHwakY0CL.jpg,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,https://www.amazon.in/Traditions-Bazaar-Banarasi-Solid-Dupatta/dp/B07YK2T13C,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,"Tuesday, 27 February"," 
 This beautiful solid coloured banarasi dupatta with zari border on four sides is perfect for all occasions  ",StoreName,Asin,Category,Title,MRP,Price,ShippingPrice,Manufacturer,StarRating,IsPrime,CustomerReview,Weight,Color,Size,PackageDimensions,ItemModelNumber,Department,DateFirstAvailable,BestSellersRank1,BestSellersRank2,BestSellersRank3,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,BulletPoint6,BulletPoint7,BulletPoint8,BulletPoint9,BulletPoint10,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6,ImageURL7,ImageURL8,ImageURL9,ImageURL10,ProductUrl,VedioLink1,VedioLink2,VedioLink3,VedioLink4,DeliveryTime,Description
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethnic Shoppe India,B0C6L3YS6X,Clothing & Accessories > Men > Ethnic Wear > Kurta Sets,Uri and MacKenzie Men's Silk Blend Kurta Pajama with Designer Ethnic Nehru Jacket/Modi Jacket,"6,499","2,499.00",FREE delivery,,3.7,0.0,31 ratings,,,,32 x 22 x 7 cm,,,29 May 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31J6ZNyqSsL.jpg,,,,,,,,,,https://www.amazon.in/Uri-MacKenzie-Pajama-Designer-Ethnic/dp/B0C6L7V1PN,,,,,"Friday, 1 March"," 
 This traditional Indian kurta pajama jacket set includes a top (kurta) with Nehru Jacket and a bottom (Churidar). Loose fitting sleeves and slits along the sides allow for an easy fit and let air circulate freely through the garment. The peyjama included in this kurta pajama set has a relaxed fit through the seat and legs for absolute comfort. Regular comfortable fitting makes it a great wear.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0BX48HV2C,"Shoes & Handbags > Handbags, Purses & Clutches > Handbags > Totes",TEAL BY CHUMBAK Women's Shopper Tote Bag | Stylish Bag for Everyday use | Printed Canvas Tote Bag,"2,995","1,497.00",FREE delivery,,4.2,0.0,51 ratings,,,,38 x 15.49 x 44.45 cm,,,28 February 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/51rd31zNlpL.jpg,,,,,,,,,,https://www.amazon.in/TEAL-CHUMBAK-Shopper-Stylish-Everyday/dp/B0CGS4BC6Y,,,,,"Tuesday, 27 February"," 
 Up your fashion game with our super-chic Teal by Chumbak Mercado Aztec Women's Tote. It’s convenient yet stylish and comes with a single compartment along with 3 pockets to organise your cards and other knick knacks. This classic two-handle design is a must have for the on- the-go kinda day! Designed & Manufactured by the House of Chumbak.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CrazeeMania,B08KRNCCMT,Jewellery > Women > Bangles & Bracelets > Bracelets,Young & Forever valentine gift for girlfriend boyfriend Natural Reiki Feng-Shui Healing Crystal Gem Stone Crystal Bracelet for Men and Women,"2,700",423.00,FREE delivery,,4.1,0.0,794 ratings,,,,9.9 x 8.9 x 1.7 cm,,,4 October 2020,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31FCLuyMLML.jpg,,,,,,,,,,https://www.amazon.in/Young-Forever-Valentine-Feng-Shui-Bracelet/dp/B0B8343MWL,,,,,"Tuesday, 27 February"," 
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0CK2P792G,"Home & Kitchen > Home Furnishing > Bedding & Linen > Blankets, Throws & Quilts > Blankets",STARNSTYLE 300 TC All Season Light Weight Striped Polar Fleece Single Bed Donation Blanket (152 x 230 cm Pack of 10,,199.00,,‎STARNSTYLE,3.6,0.0,52 ratings,‎3400 Grams,,,,,,,"71,535 in Home & Kitchen (See Top 100 in Home & Kitchen)",272 inBed Blankets,,"Package contents: Single Bed Blanke, 150 x 220 Cm or 60 x 90 inches","HIGH QUALITY CONSTRUCTION - Made of 100% Polyester, Polar Fleece; Brushed fabric is super soft that will last for many years to come. No shrinkage after washing and drying",STAY WARM â?? Stay warm all year long with these 100% polyester polar fleece blankets. ELEGANCE - Fabric is 2 side brushed which makes it extra soft,Colour: Black And White Striped,Wash Care Instructions: 40 degree Machine wash,,,,,,https://m.media-amazon.com/images/I/81b+quz16XL._SX522_.jpg,https://m.media-amazon.com/images/I/81b+quz16XL._SX450_.jpg,https://m.media-amazon.com/images/I/81b+quz16XL._SX569_.jpg,https://m.media-amazon.com/images/I/81b+quz16XL._SX355_.jpg,https://m.media-amazon.com/images/I/81b+quz16XL._SX679_.jpg,https://m.media-amazon.com/images/I/81b+quz16XL._SX466_.jpg,https://m.media-amazon.com/images/I/81b+quz16XL._SX425_.jpg,,,,https://www.amazon.in/STARNSTYLE-Striped-Donation-Pack-10/dp/B0CK2P792G,,,,,," 
 300 TC All Season Light Weight Striped Polar Fleece  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAIN EXPORT,B09HV35HQ2,Home & Kitchen > Kitchen & Dining > Kitchen Tools > Food Strainers,JAIN Stainless Steel Paneer and Tofu Maker Round Press Mould Strainer with Top Press Lid - 800 ML,700,475.00,FREE delivery,‎Jain Export,4.9,0.0,8 ratings,‎200 Grams,,,,,,,"112,254 in Home & Kitchen (See Top 100 in Home & Kitchen)",414 inFood Strainers,,Panner Maker Mould is made out of High Grade Premium Quality Stainless Steel which doesn’t Rust or Crack.,Strong and sturdy | Easy to wash and clean | Rust proof. | Hygienic To Use As They Are Made From Food Grade Stainless Steel.,Product content: Paneer Maker Round Mould / Strainer -1 Unit ( Dimension - Width -15cm and Height - 6.5 cm),Durable and Hygienic To Use As it is Made From Food Grade Stainless Steel,,,,,,,https://m.media-amazon.com/images/I/7166ZXkxjsL._SX466_.jpg,https://m.media-amazon.com/images/I/7166ZXkxjsL._SX569_.jpg,https://m.media-amazon.com/images/I/7166ZXkxjsL._SX425_.jpg,https://m.media-amazon.com/images/I/7166ZXkxjsL._SX522_.jpg,https://m.media-amazon.com/images/I/7166ZXkxjsL._SX450_.jpg,https://m.media-amazon.com/images/I/7166ZXkxjsL._SX679_.jpg,https://m.media-amazon.com/images/I/7166ZXkxjsL._SX355_.jpg,,,,https://www.amazon.in/Paneer-Maker-Round-Mould-Strainer/dp/B09HV35HQ2,,,,,"Thursday, 29 February",JAIN Stainless Steel Paneer and Tofu Maker Round Press Mould Strainer with Top Press Lid - 800 ML : Amazon.in: Home & Kitchen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPROVHOME,B08HSKZCYG,Home & Kitchen > Indoor Lighting > Fixtures > Wall Lights > Wall Lamps & Sconces,"Improvhome Metal Traditional Wall Light (Set of 2, Bulb Not Included)- Black","1,250",699.00,FREE delivery,‎Improvhome,3.3,0.0,40 ratings,425 g,,,,,,10 September 2020,"214,718 in Home & Kitchen (See Top 100 in Home & Kitchen)","1,187 inWall Lamps & Sconces",,"This Light Product used as a Lamp for Wall, Wall Light, Wall Lamp, Wall Scone, Uplighter to give rustic touch to your interior",Product will come same as shown in the image there is not compromise with the service and product quality. So shop with us without any doubt.,"Artistic, modern and fishable design. good for dissipating heat and prolonging lifespan itself","This Lamp is Highly Durable And Light In Weight, Save More Energy with LED Bulb And Achieve Superior Lighting",Material: Metal and Glass; Colour: Matt Black Powder Coated; Dimension: L6*W7*H10 (Inches),,,,,,https://m.media-amazon.com/images/I/41ShLAP8clL._SX425_.jpg,https://m.media-amazon.com/images/I/41ShLAP8clL.jpg,https://m.media-amazon.com/images/I/41ShLAP8clL._SX385_.jpg,https://m.media-amazon.com/images/I/41ShLAP8clL._SX466_.jpg,https://m.media-amazon.com/images/I/41ShLAP8clL._SX342_.jpg,,,,,,https://www.amazon.in/Improvhome-Metal-Black-Traditional-Included/dp/B08HSKZCYG,,,,,"Friday, 1 March"," 
 Setting up this wall light in your place, not only keeps the surroundings thoroughly illuminated but also puts the accent on the decor of your place. The innovative and practical design of this wall light fitting makes for convenient installation. This wall light is made of metal and glass.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixel Incorporation,B07P4M59TR,Toys & Games > Sport & Outdoor > Play Tents,Magicwand® Large Size Tafta Cloth Multi-Colored Jungle Theme Ball Pool with 35 BALLS for Kids 【Age up to 3 yrs】【Multi-Colored】,"2,499","1,199.00",FREE delivery,‎Magicwand®,3.9,0.0,"1,914 ratings",‎1 kg 400 g,,,,,,5 May 2018,"2,488 in Toys & Games (See Top 100 in Toys & Games)",89 inPlay Tents,,"✅【AGE OF CHILD】Please note the Ball Pool is meant for Kids upto 3 yrs in Age & not more than that .Child of more than 3 year will come out of the ball Pool if he/she leans on the ball pool .; ✅【MANY UTILITIES】It is great for indoor or outdoor use ideal for backyard, parks, parties, day care and more comes complete with sturdy poles for quick and easy assembly.🎯",Color Name: Multicolor,,,,,,,,,https://m.media-amazon.com/images/I/710V3sJxObL._SX679_.jpg,https://m.media-amazon.com/images/I/710V3sJxObL._SX450_.jpg,https://m.media-amazon.com/images/I/710V3sJxObL._SX466_.jpg,https://m.media-amazon.com/images/I/710V3sJxObL._SX425_.jpg,https://m.media-amazon.com/images/I/710V3sJxObL._SX569_.jpg,https://m.media-amazon.com/images/I/710V3sJxObL._SX522_.jpg,https://m.media-amazon.com/images/I/710V3sJxObL._SX355_.jpg,,,,https://www.amazon.in/Magicwand%C2%AE-Large-Multi-Colored-Hexagonal-Ocean/dp/B07P4M59TR,,,,,"Friday, 1 March"," 
 ✅【MANY UTILITIES】It is great for indoor or outdoor use ideal for backyard, parks, parties, day care and more comes complete with sturdy poles for quick and easy assembly.🎯  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOSAI,B08HHSF4GN,Home & Kitchen > Home Storage & Organisation > Bathroom Accessories & Organization > Toothbrush Holders,HANDY Heavy Duty Stainless Steel Bathroom Shop Dish Holder with Toothbrush Holder Wall Mounted Silver,"1,499",565.25,FREE delivery,‎Handy,3.5,0.0,55 ratings,‎500 Grams,,,,,,6 September 2020,"212,789 in Home & Kitchen (See Top 100 in Home & Kitchen)",619 inToothbrush Holders,,Wall mounted soap holder with toothbrush tumbler can be fixed anywhere in the bathroom or near the washbasin,Rust and corrosion-resistant to withstand prolonged usage,Premium quality stainless steel soap holder with toothbrush tumbler for bathroom use,"Ideal size for placing a soap along with toothbrushes, toothpaste, and tongue cleaner",Can be easily assembled as it comes with wall plugs and screws,,,,,,https://m.media-amazon.com/images/I/41m5oyTig9L._SY355_.jpg,https://m.media-amazon.com/images/I/41m5oyTig9L.jpg,https://m.media-amazon.com/images/I/41m5oyTig9L._SY450_.jpg,https://m.media-amazon.com/images/I/41m5oyTig9L._SX425_.jpg,,,,,,,https://www.amazon.in/Stainless-Bathroom-Shelves-Mounted-Storage/dp/B08HL6PB5Y,,,,,"Friday, 1 March",HANDY Heavy Duty Stainless Steel Bathroom Shop Dish Holder with Toothbrush Holder Wall Mounted Silver : Amazon.in: Home Improvement
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B09H7Q5K3R,Shoes & Handbags > Shoes > Men's Shoes > Casual Shoes > Loafers & Moccasins,Mochi Men's Leather Loafers Shoes (71-8490),"2,490","1,618.00",FREE delivery,,3.9,0.0,414 ratings,,,,30.5 x 10.2 x 15.2 cm,,,27 September 2021,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31X9psM2QRL.jpg,,,,,,,,,,https://www.amazon.in/Mochi-Mens-71-8490-Leather-Loafer/dp/B09QBWZKP8,,,,,"Tuesday, 27 February"," 
 Mochi Shoes is a front-runner in the national fashion arena spread over 100+ outlets in 50+ cities in India. With a strong focus on fashion and style, MOCHI caters to the young cosmopolitan Indian offering them the season’s latest trends and catering to their ever-changing fashion needs.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITTA      (Lexicon Lifestyle Pvt Ltd),B0969RTGP9,Baby > Baby Care > Bathing > Baby Shampoos,"CITTA Natural Gentle Tear-free Foaming Baby Shampoo for new born & Kids with Coconut Oil, Olive Oil and Oats | For delicate scalp | Promote hair growth | 150 ml",480.70,759.00,FREE delivery,‎Lexicon Lifestyle Pvt Ltd,4.5,0.0,74 ratings,‎200 g,,,,,,17 June 2021,"3,537 in Baby Products (See Top 100 in Baby Products)",78 inBaby Shampoos,,"INFUSION OF NATURAL OILS: Enriched with natural nourishing oils- Coconut Oil, Almond Oil, Olive Oil, and an Oat-based cleanser, CITTA’s natural baby shampoo effectively cleanses, hydrates, nourishes and conditions hair and scalp without drying it. Something that you don’t want to miss for your baby.","SMOOTH HAIR: Powered by plant-based ingredients, our gentle foaming baby shampoo for 1-year-olds and kids gently cleanses hair from root to tip, making it soft, resilient, and strengthens delicate hair strands.","MILD AND SOFT FOAMING: Made with safe, plant-derived skin-friendly surfactants, this baby shampoo for kids creates a rich, luxurious lather that effectively removes surface oil, dirt, and bacteria without stripping or drying the baby’s sensitive scalp and skin.","PROMOTES HAIR GROWTH: Coconut oil, olive oil, almond oil and xylitol are the moisturizing superheroes that add weightless moisture to the hair, restoring the natural balance of your lil one's scalp and hair. Our sulphate-free baby shampoo for new born nourishes the scalp, detangles hair and promotes healthy baby hair growth.","TOXIN FREE BABY SHAMPOO: Recommended by doctors, CITTA’s Gentle Foaming Baby Shampoo is free from harsh and toxic ingredients. CITTA chooses handpicked natural ingredients and consciously keeps out toxins, sulfates (SLS, SLES), parabens, silicones, mineral oils, and other potentially harmful chemicals. This mildly fragrant baby shampoo is allergen-free and has IFRA (International Fragrance Association) certification.","NUSKHE BY DADI AND NANI: Use as directed. Its tear-free formulation is safe for your baby, but avoiding contact with the eyes is advisable. Kids, toddlers, and the whole family will love this natural baby shampoo.",,,,,https://m.media-amazon.com/images/I/519Pm0ZMfTL._SX569_.jpg,https://m.media-amazon.com/images/I/519Pm0ZMfTL._SX425_.jpg,https://m.media-amazon.com/images/I/519Pm0ZMfTL._SY355_.jpg,https://m.media-amazon.com/images/I/519Pm0ZMfTL._SX522_.jpg,https://m.media-amazon.com/images/I/519Pm0ZMfTL._SY450_.jpg,https://m.media-amazon.com/images/I/519Pm0ZMfTL._SX679_.jpg,https://m.media-amazon.com/images/I/519Pm0ZMfTL._SX466_.jpg,,,,https://www.amazon.in/CITTA-Tear-free-delicate-Dermatologist-Approved/dp/B0969RTGP9,,,,,"Tuesday, 27 February","Amazon.in: Buy CITTA Natural Gentle Tear-free Foaming Baby Shampoo for new born & Kids with Coconut Oil, Olive Oil and Oats | For delicate scalp | Promote hair growth | 150 ml online at low price in India on Amazon.in. Check out CITTA Natural Gentle Tear-free Foaming Baby Shampoo for new born & Kids with Coconut Oil, Olive Oil and Oats | For delicate scalp | Promote hair growth | 150 ml reviews, ratings, specifications and more at Amazon.in. Free Shipping, Cash on Delivery Available."
igned with materials and processes that are not harmful to the environment, our product also ensures eco-friendliness. Each LAPO towel holder & ring undergoes strict quality control measures, assuring you of our commitment to superior quality. Upgrade your spaces with LAPO," a premium brand known for manufacturing high-quality bathroom and kitchen accessories.""""  """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeKrafts,B09Y85MGJ3,Outdoor Living > Pest Control > Mosquito Nets,"LifeKrafts Polyester Magnetic Mosquito Net for Door | Mosquito Curtain for All Door Types & Sizes | Auto-Closing Insect Screen to Keep Mosquito Out (205x120 CM, Grey)","1,499",889.00,FREE delivery,‎LifeKrafts,4.4,0.0,"12,000 ratings",‎0.65 Kilograms,,,,,,,6 in Garden & Outdoors (See Top 100 in Garden & Outdoors),3 inMosquito Nets,,"SIGNIFICANCE: Blocks the Mosquitoes and Allow Fresh air and Cool breeze through the doors. Get your door screens soon and avoid the chances of Mosquito borne diseases dengue, malaria and other mosquito related viruses. Let your child do not get disturbed during his precious study, activity and sleep hours",Made with high quality polyester 60 GSM. Velcro is fully sewn into the mesh (No stitching required). The Self-adhesive hook tape comes with strong glue. No tools required - all the necessary hardware are included,CONVIENENCE: A mesh you would love for it does. It has magnets sewn into the mesh which help in closing automatically and opening with a gentle touch. Pets and Toddlers can enter easily as well,WATCH THE VIDEO FEATURES: https://youtu.be/2VP97GL9BOc,HOW TO MEASURE DOOR FRAME SIZE TO SELECT THE RIGHT NET: https://youtu.be/GDhywIRtucA,,,,,,https://m.media-amazon.com/images/I/71CD0TMm8LL._SY355_.jpg,https://m.media-amazon.com/images/I/71CD0TMm8LL._SX522_.jpg,https://m.media-amazon.com/images/I/71CD0TMm8LL._SX569_.jpg,https://m.media-amazon.com/images/I/71CD0TMm8LL._SX679_.jpg,https://m.media-amazon.com/images/I/71CD0TMm8LL._SX425_.jpg,https://m.media-amazon.com/images/I/71CD0TMm8LL._SX466_.jpg,https://m.media-amazon.com/images/I/71CD0TMm8LL._SY450_.jpg,,,,https://www.amazon.in/LifeKrafts-Polyester-Mosquito-Net-Auto-Closing/dp/B09Y85MGJ3,,,,,"Thursday, 29 February","LifeKrafts Polyester Magnetic Mosquito Net for Door | Mosquito Curtain for All Door Types & Sizes | Auto-Closing Insect Screen to Keep Mosquito Out (205x120 CM, Grey) : Amazon.in: Garden & Outdoors"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW Store,B09N9BTCHH,"Outdoor Living > Solar & Wind Power > Solar Lights, Heaters & Gadgets","Epyz Solar Gate Pillar Light Outdoor Square Shape with 72 LEDs, 3W Monocrystaline Panel, 2600mah Battery, 3 Type of Lights, Application for Fence, Garden, Wall, Outdoor [ Multicolour ]","4,999","2,549.00",FREE delivery,"‎TW Store , 9819222382",3.6,0.0,67 ratings,‎700 Grams,,,,,,,"4,670 in Garden & Outdoors (See Top 100 in Garden & Outdoors)","141 inSolar Lights, Heaters & Gadgets",,★【 High Efficient Solar Panel and Battery 】 : This solar lights for outdoor home comes with larger 6V/3W 19% highly efficient mono crystalline solar panel with the size of ( 16.5 x 16.5 x 19.5 CM ) & 2600mah Battery which helps to converts solar energy into electricity even on cloudy days.,"★【 Three optional color modes 】 : This will be one your best solar lamp for home , garden or outdoor decoration, lawn area since you will have an option to choose the desired color mode. This solar gate pillar light has 3 different color modes ( Warm Yellow , White , Cold white )",★【 Automatic waterproof solar lights 】 : Epyz Solar pillar lights are IP65 certified and automatically turns on at night and will go off in morning.,★【 No wiring required 】 : These solar gate light for home is super easy to set up and save your precious time and cost in installing the messy electrical wiring and doesn’t required any skilled electricians. Just screw it on Top of your Gate Pillars.,★【 Comes with 72 LEDs 】 : Advanced Powerful LEDs provides High lumens throughout the nights dusk to down and really make this solar post light very efficient outdoor light.,,,,,,https://m.media-amazon.com/images/I/41jelEiPxiL._SX466_.jpg,https://m.media-amazon.com/images/I/41jelEiPxiL._SY450_.jpg,https://m.media-amazon.com/images/I/41jelEiPxiL._SX522_.jpg,https://m.media-amazon.com/images/I/41jelEiPxiL._SX679_.jpg,https://m.media-amazon.com/images/I/41jelEiPxiL._SY355_.jpg,https://m.media-amazon.com/images/I/41jelEiPxiL._SX425_.jpg,https://m.media-amazon.com/images/I/41jelEiPxiL._SX569_.jpg,,,,https://www.amazon.in/Epyz-Monocrystaline-2600mah-Application-Multicolour/dp/B09N9BTCHH,,,,,"Tuesday, 27 February","Epyz Solar Gate Pillar Light Outdoor Square Shape with 72 LEDs, 3W Monocrystaline Panel, 2600mah Battery, 3 Type of Lights, Application for Fence, Garden, Wall, Outdoor [ Multicolour ] : Amazon.in: Home Improvement"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAKU FANCY DRESSES.,B07CYJDYWN,Toys & Games > Dress Up & Pretend Play > Costumes,Kaku Fancy Dresses Fruit and Vegetable Costume Cutout with Cap For Kids | Healthy Food Costume For Boys & Girls (Tracksuit Not Included),800,249.00,FREE delivery,,3.3,0.0,523 ratings,,,,52.7 x 34.1 x 4.4 cm,,,9 May 2018,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41KDjtEjGBL.jpg,,,,,,,,,,https://www.amazon.in/Kaku-Fancy-Dresses-Cutout-Banana/dp/B07CYJDYWN,,,,,"Friday, 1 March"," 
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhandari Trading Company.,B07TBQLN58,Home Improvement > Power & Hand Tools > Power Tools > Drills > Drill Sets,Jon Bhandari Tools 15mm Hinge Boring Forstner Steel Drill Bit Carbide Tipped for Wood and Plywood,,160.00,₹40 delivery,‎Jon Bhandari Tools,4.1,0.0,625 ratings,‎100 Grams,,,,,,,"9,692 in Home Improvement (See Top 100 in Home Improvement)",50 inDrill Sets,,"Size- 15mm, Material- Hardened Steel, Colour- Silver, Package Contents- 1x Hinges Bit 15mm","Jon Bhandari Tools Hinges Bit, made from hardened steel, is used for perforation/boring of wood products, installation of spherical door knobs, drawers, splint, etc.","This hinge boring bit is specialized in drilling clean holes in soft and hard wood. You can drill flat bottomed holes without splintering & drill straight, angled and overlapping holes.","Two spurs and centering point to give the perfect solution to repeated, clean and accurate hole cutting time after time. The sharp center spur accurately locates the center of your hole.",Should be used with power drilling machine,,,,,,https://m.media-amazon.com/images/I/61UU3q8vlPL._SY741_.jpg,https://m.media-amazon.com/images/I/61UU3q8vlPL._SY450_.jpg,https://m.media-amazon.com/images/I/61UU3q8vlPL._SY550_.jpg,https://m.media-amazon.com/images/I/61UU3q8vlPL._SY355_.jpg,https://m.media-amazon.com/images/I/61UU3q8vlPL._SY679_.jpg,https://m.media-amazon.com/images/I/61UU3q8vlPL._SY879_.jpg,https://m.media-amazon.com/images/I/61UU3q8vlPL._SY606_.jpg,,,,https://www.amazon.in/Jon-Bhandari-Tools-Forstner-Carbide/dp/B0BH4NX3R4,,,,,"Friday, 1 March",Jon Bhandari Tools 15mm Hinge Boring Forstner Steel Drill Bit Carbide Tipped for Wood and Plywood : Amazon.in: Home Improvement
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0CN8V66GK,"Clothing & Accessories > Men > Winter Wear > Coats, Jackets & Vests > Jackets",Hardsoda Mens Jacket,"4,899","1,214.00",FREE delivery,,3.6,0.0,4 ratings,,,,41 x 54 x 3 cm,,,14 November 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/418LxjaRSYL.jpg,,,,,,,,,,https://www.amazon.in/Hardsoda-0323-HSJKT10-04-Mens-Jacket/dp/B0CR3SSHN7,,,,,"Saturday, 2 March"," 
 This is a, Solid, Round Neck, Standup Collar, Full Sleeves, Ribbed Cuff, 2 Welt Pocket and Zipper Placket Puffer Jacket. The look and material keeps you stylish and warm during cold weather.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAMILY FOOTWEAR.,B0CN969DCW,Shoes & Handbags > Shoes > Men's Shoes > Flip-Flops & Slippers,DOCTOR EXTRA SOFT Men's Classic Cushion Sliders/Slippers with Adjustable Buckle Strap for Adult | Comfortable & LightWeight |Stylish & Anti-Skid| Waterproof & Everyday Flip Flops for Gents/Boys D-505,"1,799",695.00,FREE delivery,,4.3,0.0,328 ratings,,,,7 x 8 x 20 cm,,,13 November 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41zzLncLrlL.jpg,,,,,,,,,,https://www.amazon.in/DOCTOR-EXTRA-SOFT-Comfortable-LightWeight/dp/B0CN95W7W4,,,,,"Tuesday, 27 February"," 
 Add these wonderful Doctor Extra Soft Classic Cushion Sliders/Slippers With Adjustable Buckle Strap For Men to your Shoe Closet. Brought to you by FAMILY FOOTWEAR, these Slides/ Flip Flops are not only Lightweight, Durable, and Anti Skid but also extremely Comfortable to wear. Now, you can keep your feet comfortable with this pair of Doctor Extra Soft Footwear for Men that have been skillfully crafted to provide optimum support to your ailing Feet. A pair of these molded slippers are perfect for all outdoor activities, whether you are walking around a campsite, gardening at home, or indulging in some high-intensity sports. Our Clogs/ Sandals are also the ideal footwear for summer holidays, days beside the water, or in the garden. Their lightweight design makes it perfect to pack into your suitcase, beach bag, gym bag, or water sports kit. These slides will provide comfort and practicality, keeping your feet cool on a hot day with the air holes molded into the shoe. These Slippers have a Spongy Cushion that Gives Extra Comfort & Balance to the Feet. The design of this slipper is simple and classic, with a slip-on style that makes it easy to wear and remove. These Ultra Soft Flip Flops are made with water-resistant material, making these slippers perfect for wear in wet or damp conditions. Classic Slides are not only the most comfortable shoes or Footwear for men but also easy to clean by just using soap and water and allowing for a quick dry.  "
